GeneID	Symbol	Aliases
4745	NELL1	IDH3GL, NRP1
6318	SERPINB4	LEUPIN, PI11, SCCA-2, SCCA1, SCCA2
57697	FANCM	FAAP250, KIAA1596, POF15, SPGF28
64167	ERAP2	L-RAP, LRAP
10084	PQBP1	MRX2, MRX55, MRXS3, MRXS8, NPW38, RENS1, SHS
5322	PLA2G5	FRFB, GV-PLA2, PLA2-10, hVPLA(2)
8481	OFD1	71-7A, CXorf5, JBTS10, RP23, SGBS2
6257	RXRB	DAUDI6, H-2RIIBP, NR2B2, RCoR-1
1298	COL9A2	DJ39G22.4, EDM2, MED, STL5
101805488	CCAT2	LINC00873, NCCP1
719	C3AR1	AZ3B, C3AR, HNFAG09
4099	MAG	GMA, S-MAG, SIGLEC-4A, SIGLEC4A, SPG75
10459	MAD2L2	FANCV, MAD2B, POLZ2, REV7
5589	PRKCSH	AGE-R2, G19P1, GIIB, PCLD, PCLD1, PKCSH, PLD1, VASAP-60
5800	PTPRO	GLEPP1, NPHS6, PTP-OC, PTP-U2T, PTPU2, R-PTP-O, PTPRO
4103	MAGEA4	CT1.4, MAGE-41, MAGE-X2, MAGE4, MAGE4A, MAGE4B
84525	HOPX	CAMEO, HOD, HOP, LAGY, NECC1, OB1, SMAP31, TOTO
8242	KDM5C	DXS1272E, JARID1C, MRX13, MRXJ, MRXSCJ, MRXSJ, SMCX, XE169
6614	SIGLEC1	CD169, SIGLEC-1, SN, dJ1009E24.1
9768	PCLAF	KIAA0101, L5, NS5ATP9, OEATC, OEATC-1, OEATC1, PAF, PAF15, p15(PAF), p15/PAF, p15PAF
285489	DOK7	C4orf25, CMS10, CMS1B
9820	CUL7	3M1, CUL-7, KIAA0076, dJ20C7.5
23770	FKBP8	FKBP38, FKBPr38
26298	EHF	ESE3, ESE3B, ESEJ
6626	SNRPA	Mud1, U1-A, U1A
7707	ZNF148	BERF-1, BFCOL1, GDACCF, HT-BETA, ZBP-89, ZFP148, pHZ-52
111832670	LOC111832670	
140628	GATA5	CHTD5, GATAS, bB379O24.1
1154	CISH	BACTS2, CIS, CIS-1, G18, SOCS
790	CAD	CDG1Z, EIEE50, GATD4
55124	PIWIL2	CT80, HILI, PIWIL1L, mili
23645	PPP1R15A	GADD34
2995	GYPC	CD236, CD236R, GE, GE:GPC:GPD:GYPD, GPC, GPD, GYPD, PAS-2, PAS-2'
962	CD48	BCM1, BLAST, BLAST1, MEM-102, SLAMF2, hCD48, mCD48
6870	TACR3	HH11, NK-3R, NK3, NK3R, NKR, TAC3R, TAC3RL
442918	MIR373	MIRN373, hsa-mir-373, miRNA373, mir-373
11279	KLF8	BKLF3, ZNF741
7204	TRIO	ARHGEF23, MEBAS, MRD44, tgat
58508	KMT2C	HALR, KLEFS2, MLL3
817	CAMK2D	CAMKD
5607	MAP2K5	HsT17454, MAPKK5, MEK5, PRKMK5
9138	ARHGEF1	GEF1, LBCL2, LSC, P115-RHOGEF, SUB1.5
3483	IGFALS	ACLSD, ALS
407054	MIR98	MIRN98, hsa-mir-98, miR-98
7473	WNT3	INT4, TETAMS
6294	SAFB	HAP, HET, SAB-B1, SAF-B, SAF-B11, SAFB
11047	ADRM1	ARM-1, ARM1, GP110
9448	MAP4K4	FLH21957, HEL-S-31, HGK, MEKKK4, NIK
1237	CCR8	CC-CKR-8, CCR-8, CDw198, CKRL1, CMKBR8, CMKBRL2, CY6, GPRCY6, TER1
81848	SPRY4	HH17
5435	POLR2F	HRBP14.4, POLRF, RPABC14.4, RPABC2, RPB14.4, RPB6, RPC15
262	AMD1	ADOMETDC, AMD, SAMDC
23365	ARHGEF12	LARG, PRO2792
8784	TNFRSF18	AITR, CD357, GITR, GITR-D
10445	MCRS1	ICP22BP, INO80Q, MCRS2, MSP58, P78
5519	PPP2R1B	PP2A-Abeta, PR65B
3839	KPNA3	IPOA4, SRP1, SRP1gamma, SRP4, hSRP1
6175	RPLP0	L10E, LP0, P0, PRLP0, RPP0
2580	GAK	DNAJ26, DNAJC26
5272	SERPINB9	CAP-3, CAP3, PI-9, PI9
22954	TRIM32	BBS11, HT2A, LGMD2H, LGMDR8, TATIP
83605	CCM2	C7orf22, OSM, PP10187
6005	RHAG	CD241, OHS, OHST, RH2, RH50A, RHNR, Rh50, Rh50GP, SLC42A1
117581	TWIST2	AMS, BBRSAY, DERMO1, FFDD3, SETLSS, bHLHa39
2245	FGD1	AAS, FGDY, MRXS16, ZFYVE3
5824	PEX19	D1S2223E, HK33, PBD12A, PMP1, PMPI, PXF, PXMP1
3933	LCN1	PMFA, TLC, TP, VEGP
79092	CARD14	BIMP2, CARMA2, PRP, PSORS2, PSS1
3110	MNX1	HB9, HLXB9, HOXHB9, SCRA1
81565	NDEL1	EOPA, MITAP1, NDE1L1, NDE2, NUDEL
55244	SLC47A1	MATE1
64840	PORCN	DHOF, FODH, MG61, PORC, PPN
1879	EBF1	COE1, EBF, O/E-1, OLF1
910	CD1B	CD1, CD1A, R1
5414	SEPT4	ARTS, BRADEION, CE5B3, H5, MART, PNUTL2, SEP4, hCDCREL-2, hucep-7
406912	MIR125B2	MIRN125B2, mir-125b-2
7447	VSNL1	HLP3, HPCAL3, HUVISL1, VILIP, VILIP-1
8148	TAF15	Npl3, RBP56, TAF2N, TAFII68
124540	MSI2	MSI2H
10818	FRS2	FRS1AA, FRS2alpha, SNT, SNT-1, SNT1, FRS2
1059	CENPB	
474	ATOH1	ATH1, HATH1, MATH-1, bHLHa14
9063	PIAS2	ARIP3, DIP, MIZ1, PIASX, SIZ2, ZMIZ4
29124	LGALS13	GAL13, PLAC8, PP13
8087	FXR1	FXR1P
6237	RRAS	R-Ras
5864	RAB3A	
7965	AIMP2	HLD17, JTV-1, JTV1, P38
1676	DFFA	DFF-45, DFF1, ICAD
7004	TEAD4	EFTR-2, RTEF1, TCF13L1, TEF-3, TEF3, TEFR-1, hRTEF-1B
84417	C2orf40	ECRG4
1512	CTSH	ACC-4, ACC-5, ACC4, ACC5, CPSB
5707	PSMD1	P112, Rpn2, S1
2632	GBE1	APBD, GBE, GSD4
200576	PIKFYVE	CFD, FAB1, HEL37, PIP5K, PIP5K3, ZFYVE29
6865	TACR2	NK2R, NKNAR, SKR, TAC2R
8913	CACNA1G	Ca(V)T.1, Cav3.1, NBR13, SCA42, SCA42ND
55135	WRAP53	DKCB3, TCAB1, WDR79
255022	CALHM1	FAM26C
1263	PLK3	CNK, FNK, PLK-3, PRK
9559	VPS26A	HB58, Hbeta58, PEP8A, VPS26
9097	USP14	TGT
5214	PFKP	ATP-PFK, PFK-C, PFK-P, PFKF
107604627	OPSIN-LCR	L/M-LCR, LCR-OPSIN, OPN1C
81607	NECTIN4	EDSS1, LNIR, PRR4, PVRL4, nectin-4
79924	ADM2	AM2, dJ579N16.4
221895	JAZF1	TIP27, ZNF802
3860	KRT13	CK13, K13, WSN2
4537	MT-ND3	MTND3, ND3
7358	UGDH	GDH, UDP-GlcDH, UDPGDH, UGD
1130	LYST	CHS, CHS1
7006	TEC	PSCTK4
10912	GADD45G	CR6, DDIT2, GADD45gamma, GRP17
442891	MIR135B	MIRN135B, mir-135b
25865	PRKD2	HSPC187, PKD2, nPKC-D2
55215	FANCI	KIAA1794
3763	KCNJ6	BIR1, GIRK-2, GIRK2, KATP-2, KATP2, KCNJ7, KIR3.2, KPLBS, hiGIRK2
338328	GPIHBP1	GPI-HBP1, HYPL1D
5913	RAPSN	CMS11, CMS4C, FADS, RAPSYN, RNF205
642	BLMH	BH, BMH
23413	NCS1	FLUP, FREQ
406977	MIR199A2	MIR-199-s, MIRN199A2, mir-199a-2
3111	HLA-DOA	HLA-DNA, HLA-DZA, HLADZ
55072	RNF31	HOIP, Paul, ZIBRA
375790	AGRN	AGRIN, CMS8, CMSPPD
8907	AP1M1	AP47, CLAPM2, CLTNM, MU-1A
10313	RTN3	ASYIP, HAP, NSPL2, NSPLII-A1, RTN3
8462	KLF11	FKLF, FKLF1, MODY7, TIEG2, Tieg3
220296	HEPACAM	GlialCAM, HEPN1, MLC2A, MLC2B
83593	RASSF5	Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3
6369	CCL24	Ckb-6, MPIF-2, MPIF2, SCYA24
4999	ORC2	ORC2L
26	AOC1	ABP, ABP1, DAO, DAO1, KAO
10087	COL4A3BP	CERT, CERTL, GPBP, MRD34, STARD11
3431	SP110	IFI41, IFI75, IPR1, VODI
1411	CRYBA1	CRYB1, CTRCT10
714	C1QC	C1Q-C, C1QG
22809	ATF5	ATFX, HMFN0395
1600	DAB1	SCA37
10587	TXNRD2	GCCD5, SELZ, TR, TR-BETA, TR3, TRXR2
6522	SLC4A2	AE2, BND3L, EPB3L1, HKB3, NBND3
9500	MAGED1	DLXIN-1, NRAGE
23408	SIRT5	SIR2L5
6344	SCTR	SR
444	ASPH	AAH, BAH, CASQ2BP1, FDLAB, HAAH, JCTN, junctin
3713	IVL	
23089	PEG10	EDR, HB-1, MEF3L, Mar2, Mart2, RGAG3, RTL2, SIRH1
9700	ESPL1	ESP1, SEPA
3913	LAMB2	LAMS, NPHS5
57152	SLURP1	ANUP, ARS, ArsB, LY6LS, MDM
51327	AHSP	EDRF, ERAF
11026	LILRA3	CD85E, HM31, HM43, ILT-6, ILT6, LIR-4, LIR4
27232	GNMT	HEL-S-182mP
7073	TIAL1	TCBP, TIAR
1107	CHD3	Mi-2a, Mi2-ALPHA, ZFH
407055	MIR99A	MIRN99A, mir-99a
7884	SLBP	HBP
8793	TNFRSF10D	CD264, DCR2, TRAIL-R4, TRAILR4, TRUNDD
1510	CTSE	CATE
8997	KALRN	ARHGEF24, CHD5, CHDS5, DUET, DUO, HAPIP, TRAD
783	CACNB2	CACNLB2, CAVB2, MYSB
5331	PLCB3	
4143	MAT1A	MAT, MATA1, SAMS, SAMS1
3831	KLC1	KLC, KNS2, KNS2A
84295	PHF6	BFLS, BORJ, CENP-31
2870	GRK6	GPRK6
406885	MIRLET7C	LET7C, MIRNLET7C, hsa-let-7c, let-7c
139285	AMER1	FAM123B, OSCS, WTX
6821	SUOX	
10383	TUBB4B	Beta2, LCAEOD, TUBB2, TUBB2C
86	ACTL6A	ACTL6, ARPN-BETA, Arp4, BAF53A, INO80K
5805	PTS	PTPS
5987	TRIM27	RFP, RNF76
6011	GRK1	GPRK1, RHOK, RK
1629	DBT	BCATE2, BCKAD-E2, BCKADE2, BCOADC-E2, E2, E2B
5527	PPP2R5C	B56G, B56gamma, PR61G
9963	SLC23A1	SLC23A2, SVCT1, YSPL3
5494	PPM1A	PP2C-ALPHA, PP2CA, PP2Calpha
9055	PRC1	ASE1
765	CA6	CA-VI, GUSTIN
11253	MAN1B1	ERMAN1, ERManI, MANA-ER, MRT15
1489	CTF1	CT-1, CT1
6359	CCL15	HCC-2, HMRP-2B, LKN-1, LKN1, MIP-1 delta, MIP-1D, MIP-5, MRP-2B, NCC-3, NCC3, SCYA15, SCYL3, SY15
3141	HLCS	HCS
6853	SYN1	SYN1ab, SYNI, SYN1
7263	TST	RDS
5567	PRKACB	PKA C-beta, PKACB
406960	MIR184	EDICT, MIRN184, miR-184
63892	THADA	ARMC13, GITA
1606	DGKA	DAGK, DAGK1, DGK-alpha
93659	CGB5	CGB, HCG, hCGB
55170	PRMT6	HRMT1L6
1716	DGUOK	MTDPS3, NCPH, PEOB4, dGK
435	ASL	ASAL
284654	RSPO1	CRISTIN3, RSPO
55553	SOX6	HSSOX6, SOXD
11213	IRAK3	ASRT5, IRAKM
5619	PRM1	CT94.1, P1
5287	PIK3C2B	C2-PI3K
5298	PI4KB	NPIK, PI4K-BETA, PI4K92ETA, PI4KIIIBETA, PIK4CB, PI4KB
57580	PREX1	P-REX1
57103	TIGAR	C12orf5, FR2BP
4046	LSP1	WP34, pp52
117531	TMC1	DFNA36, DFNB11, DFNB7
80328	ULBP2	ALCAN-alpha, N2DL2, NKG2DL2, RAET1H, RAET1L
3868	KRT16	CK16, FNEPPK, K16, K1CPA, NEPPK, PC1, KRT16
489	ATP2A3	SERCA3
3219	HOXB9	HOX-2.5, HOX2, HOX2E
2047	EPHB1	ELK, EPHT2, Hek6, NET
491	ATP2B2	PMCA2, PMCA2a, PMCA2i
26154	ABCA12	ARCI4A, ARCI4B, ICR2B, LI2
10068	IL18BP	IL18BPa
6489	ST8SIA1	GD3S, SIAT8, SIAT8-A, SIAT8A, ST8SiaI
375611	SLC26A5	DFNB61, PRES
23210	JMJD6	PSR, PTDSR, PTDSR1
1043	CD52	CDW52, EDDM5
10525	HYOU1	GRP-170, Grp170, HSP12A, ORP-150, ORP150
6909	TBX2	
6355	CCL8	HC14, MCP-2, MCP2, SCYA10, SCYA8
1272	CNTN1	F3, GP135, MYPCN
7405	UVRAG	DHTX, VPS38, p63
10645	CAMKK2	CAMKK, CAMKKB
1846	DUSP4	HVH2, MKP-2, MKP2, TYP
110806307	STIN2-VNTR	5HTT-VNTR2, 5HTTVNTR, STin2.10, STin2.12, STin2.9, VNTR2
79017	GGCT	C7orf24, CRF21, GCTG, GGC
6965	TRG	TCRG@, TRG
729238	SFTPA2	COLEC5, PSAP, PSP-A, PSPA, SFTP1B, SP-2A, SP-A, SPA2, SPAII, SFTPA2
93	ACVR2B	ACTRIIB, ActR-IIB, HTX4
7803	PTP4A1	HH72, PRL-1, PRL1, PTP(CAAX1), PTPCAAX1
6346	CCL1	I-309, P500, SCYA1, SISe, TCA3
9074	CLDN6	
56034	PDGFC	FALLOTEIN, SCDGF
3679	ITGA7	
84126	ATRIP	
26503	SLC17A5	AST, ISSD, NSD, SD, SIALIN, SIASD, SLD
10840	ALDH1L1	10-FTHFDH, 10-fTHF, FDH, FTHFD
1033	CDKN3	CDI1, CIP2, KAP, KAP1
582	BBS1	BBS2L2
9343	EFTUD2	MFDGA, MFDM, SNRNP116, Snrp116, Snu114, U5-116KD
6023	RMRP	CHH, NME1R, RRP2, RMRP
2582	GALE	SDR1E1
55876	GSDMB	GSDML, PP4052, PRO2521
23396	PIP5K1C	LCCS3, PIP5K-GAMMA, PIP5K1-gamma, PIP5Kgamma
79084	WDR77	HKMT1069, MEP-50, MEP50, Nbla10071, p44, p44/Mep50
1474	CST6	
3310	HSPA6	HSP70B'
10276	NET1	ARHGEF8A, NET1
3236	HOXD10	HOX4, HOX4D, HOX4E, Hox-4.4
10148	EBI3	IL-27B, IL27B, IL35B
10140	TOB1	APRO5, APRO6, PIG49, TOB, TROB, TROB1
23049	SMG1	61E3.4, ATX, LIP
6493	SIM2	HMC13F06, HMC29C01, SIM, bHLHe15
5456	POU3F4	BRAIN-4, BRN-4, BRN4, DFN3, DFNX2, OCT-9, OTF-9, OTF9
64326	COP1	RFWD2, RNF200
5860	QDPR	DHPR, HDHPR, PKU2, SDR33C1
8399	PLA2G10	GXPLA2, GXSPLA2, SPLA2, sPLA2-X
10464	PIBF1	C13orf24, CEP90, JBTS33, PIBF
10272	FSTL3	FLRG, FSRP
9170	LPAR2	EDG-4, EDG4, LPA-2, LPA2
9493	KIF23	CHO1, KNSL5, MKLP-1, MKLP1
6834	SURF1	CMT4K
4776	NFATC4	NF-AT3, NF-ATC4, NFAT3
5126	PCSK2	NEC 2, NEC-2, NEC2, PC2, SPC2
4641	MYO1C	MMI-beta, MMIb, NMI, myr2
10761	PLAC1	CT92, OOSP2B, OOSP2L
64798	DEPTOR	DEP.6, DEPDC6
2906	GRIN2D	EB11, EIEE46, GluN2D, NMDAR2D, NR2D
1975	EIF4B	EIF-4B, PRO1843
8893	EIF2B5	CACH, CLE, EIF-2B, EIF2Bepsilon, LVWM
23328	SASH1	SH3D6A, dJ323M4.1
6751	SSTR1	SRIF-2, SS-1-R, SS1-R, SS1R
5700	PSMC1	P26S4, S4, p56
5158	PDE6B	CSNB3, CSNBAD2, GMP-PDEbeta, PDEB, RP40, rd1
27074	LAMP3	CD208, DC LAMP, DC-LAMP, DCLAMP, LAMP, LAMP-3, TSC403
279	AMY2A	AMY2, PA
64078	SLC28A3	CNT3
5685	PSMA4	HC9, HsT17706, PSC9
3680	ITGA9	ALPHA-RLC, ITGA4L, RLC
525	ATP6V1B1	ATP6B1, RTA1B, VATB, VMA2, VPP3
55835	CENPJ	BM032, CENP-J, CPAP, LAP, LIP1, MCPH6, SASS4, SCKL4, Sas-4
203859	ANO5	GDD1, LGMD2L, LGMDR12, TMEM16E
7390	UROS	UROIIIS
92579	G6PC3	SCN4, UGRP
311	ANXA11	ALS23, ANX11, CAP-50, CAP50
3381	IBSP	BNSP, BSP, BSP-II, SP-II
114907	FBXO32	Fbx32, MAFbx
131450	CD200R1	CD200R, HCRTR2, MOX2R, OX2R
50615	IL21R	CD360, IMD56, NILR
6579	SLCO1A2	OATP, OATP-A, OATP1A2, SLC21A3
4620	MYH2	IBM3A, MYHSA2, MYHas8, MYPOP, MyHC-2A, MyHC-IIa, MYH2
7274	TTPA	ATTP, AVED, TTP1, alphaTTP
5603	MAPK13	MAPK 13, MAPK-13, PRKM13, SAPK4, p38delta
3950	LECT2	chm-II, chm2
26038	CHD5	CHD-5
9833	MELK	HPK38
57510	XPO5	exp5
4793	NFKBIB	IKBB, TRIP9
146	ADRA1D	ADRA1, ADRA1A, ADRA1R, ALPHA1, DAR, dJ779E11.2
9994	CASP8AP2	CED-4, FLASH, RIP25
4998	ORC1	HSORC1L, PARC1, ORC1
10267	RAMP1	
23081	KDM4C	GASC1, JHDM3C, JMJD2C, TDRD14C
26053	AUTS2	FBRSL2, MRD26
6658	SOX3	GHDX, MRGH, PHP, PHPX, SOXB
4645	MYO5B	
3347	HTN3	HIS2, HTN2, HTN5
110467515	LOC110467515	
1153	CIRBP	CIRP
27101	CACYBP	GIG5, PNAS-107, S100A6BP, SIP
1238	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6, hD6
3257	HPS1	BLOC3S1, HPS
63826	SRR	ILV1, ISO1
6660	SOX5	L-SOX5, L-SOX5B, L-SOX5F, LAMSHF
79026	AHNAK	AHNAKRS, PM227
1982	EIF4G2	AAG1, DAP5, NAT1, P97
3514	IGKC	HCAK1D, Km, IGKC
3155	HMGCL	HL
5409	PNMT	PENTase, PNMT
9188	DDX21	GUA, GURDB, RH-II/GU, RH-II/GuA
619552	MIR483	MIRN483, hsa-mir-483, mir-483
9568	GABBR2	EIEE59, GABABR2, GPR51, GPRC3B, HG20, HRIHFB2099, NDPLHS
8694	DGAT1	ARAT, ARGP1, DGAT, DIAR7
27316	RBMX	HNRNPG, HNRPG, MRXS11P1, RBMXRT, RNMX, hnRNP-G, RBMX
57468	SLC12A5	EIEE34, EIG14, KCC2, hKCC2
7536	SF1	BBP, D11S636, MBBP, ZCCHC25, ZFM1, ZNF162
55847	CISD1	C10orf70, MDS029, ZCD1, mitoNEET
29117	BRD7	BP75, CELTIX1, NAG4
8487	GEMIN2	SIP1, SIP1-delta
23516	SLC39A14	HCIN, HMNDYT2, LZT-Hs4, NET34, ZIP14, cig19
3957	LGALS2	HL14
6233	RPS27A	CEP80, HEL112, S27A, UBA80, UBC, UBCEP1, UBCEP80
56999	ADAMTS9	
23479	ISCU	2310020H20Rik, HML, ISU2, NIFU, NIFUN, hnifU
9563	H6PD	CORTRD1, G6PDH, GDH
29997	NOP53	GLTSCR2, PICT-1, PICT1
5689	PSMB1	HC5, PMSB1, PSC5
687	KLF9	BTEB, BTEB1
284119	CAVIN1	CAVIN, CGL4, FKSG13, PTRF, cavin-1
826	CAPNS1	CALPAIN4, CANP, CANPS, CAPN4, CDPS, CSS1
53615	MBD3	
5539	PPY	PNP, PP
5095	PCCA	
9902	MRC2	CD280, CLEC13E, ENDO180, UPARAP
50940	PDE11A	PPNAD2
4862	NPAS2	MOP4, PASD4, bHLHe9
6208	RPS14	EMTB, S14
3910	LAMA4	CMD1JJ, LAMA3*-1, LAMA4
2533	FYB1	ADAP, FYB, PRO0823, SLAP-130, SLAP130, THC3
8604	SLC25A12	AGC1, ARALAR, EIEE39
11076	TPPP	TPPP/p251, p24, p25, p25alpha, TPPP
8973	CHRNA6	CHNRA6
6695	SPOCK1	SPOCK, TESTICAN, TIC1
25898	RCHY1	ARNIP, CHIMP, PIRH2, PRO1996, RNF199, ZCHY, ZNF363
5956	OPN1LW	CBBM, CBP, COD5, RCP, ROP
9770	RASSF2	CENP-34, RASFADIN
3764	KCNJ8	KIR6.1, uKATP-1
10724	OGA	MEA5, MGEA5, NCOAT
4678	NASP	FLB7527, HMDRA1, PRO1999
23193	GANAB	G2AN, GIIA, GLUII, PKD3
9168	TMSB10	MIG12, TB10
54714	CNGB3	ACHM1
11274	USP18	ISG43, PTORCH2, UBP43
6263	RYR3	RYR-3
158	ADSL	AMPS, ASASE, ASL
442908	MIR340	MIRN340, hsa-mir-340, mir-340
4600	MX2	MXB
3597	IL13RA1	CD213A1, CT19, IL-13Ra, NR4
610	HCN2	BCNG-2, BCNG2, HAC-1
131	ADH7	ADH4
197259	MLKL	hMLKL
3622	ING2	ING1L, p33ING2
369	ARAF	A-RAF1, PKS2, RAFA1, ARAF
7301	TYRO3	BYK, Dtk, Etk-2, RSE, Rek, Sky, Tif
8358	HIST1H3B	H3/l, H3FL
1240	CMKLR1	CHEMERINR, ChemR23, DEZ, RVER1
57448	BIRC6	APOLLON, BRUCE
90070	LACRT	
113278	SLC52A3	BVVLS, BVVLS1, C20orf54, RFT2, RFVT3, bA371L19.1, hRFT2
5441	POLR2L	RBP10, RPABC5, RPB10, RPB10beta, RPB7.6, hRPB7.6
5902	RANBP1	HTF9A
5452	POU2F2	OCT2, OTF2, Oct-2
1936	EEF1D	EF-1D, EF1D, FP1047
4148	MATN3	DIPOA, EDM5, HOA, OADIP, OS2
7546	ZIC2	HPE5
4241	MELTF	CD228, MAP97, MFI2, MTF1, MTf
9154	SLC28A1	CNT1, HCNT1
5683	PSMA2	HC3, MU, PMSA2, PSC2
4656	MYOG	MYF4, bHLHc3, myf-4
5031	P2RY6	P2Y6
7103	TSPAN8	CO-029, TM4SF3
4601	MXI1	MAD2, MXD2, MXI, bHLHc11
5317	PKP1	B6P
9928	KIF14	MCPH20, MKS12
10611	PDLIM5	ENH, ENH1, L9, LIM
54617	INO80	INO80A, INOC1
7456	WIPF1	PRPL-2, WAS2, WASPIP, WIP
4724	NDUFS4	AQDQ, CI-18, CI-18 kDa, CI-AQDQ
2946	GSTM2	GST4, GSTM-2, GTHMUS, GSTM2
51377	UCHL5	CGI-70, INO80R, UCH-L5, UCH37
10083	USH1C	AIE-75, DFNB18, DFNB18A, NY-CO-37, NY-CO-38, PDZ-45, PDZ-73, PDZ-73/NY-CO-38, PDZ73, PDZD7C, ush1cpst
1179	CLCA1	CACC, CACC1, CLCRG1, CaCC-1, GOB5, hCLCA1, hCaCC-1
54443	ANLN	FSGS8, Scraps, scra
29119	CTNNA3	ARVD13, VR22
8692	HYAL2	LUCA2
2747	GLUD2	GDH2, GLUDP1
822	CAPG	AFCP, HEL-S-66, MCP
10616	RBCK1	C20orf18, HOIL-1, HOIL1, PBMEI, PGBM1, RBCK2, RNF54, UBCE7IP3, XAP3, XAP4, ZRANB4
152330	CNTN4	AXCAM, BIG-2
6712	SPTBN2	GTRAP41, SCA5, SCAR14
9709	HERPUD1	HERP, Mif1, SUP
8318	CDC45	CDC45LL2, MGORS7, PORC-PI-1, CDC45
100642175	SPRY4-IT1	SPRIGHTLY
4779	NFE2L1	LCR-F1, NRF1, TCF11
5525	PPP2R5A	B56A, B56alpha, PR61A
54664	TMEM106B	HLD16
1675	CFD	ADIPSIN, ADN, DF, PFD
1414	CRYBB1	CATCN3, CTRCT17
6232	RPS27	DBA17, MPS-1, MPS1, S27
5793	PTPRG	HPTPG, PTPG, R-PTP-GAMMA, RPTPG
5433	POLR2D	HSRBP4, HSRPB4, RBP4, RPB16
1735	DIO3	5DIII, D3, DIOIII, TXDI3
1290	COL5A2	EDSC, EDSCL2
4624	MYH6	ASD3, CMD1EE, CMH14, MYHC, MYHCA, SSS3, alpha-MHC
64682	ANAPC1	APC1, MCPR, TSG24
7480	WNT10B	SHFM6, STHAG8, WNT-12
23633	KPNA6	IPOA7, KPNA7
83756	TAS1R3	T1R3
56913	C1GALT1	C1GALT, T-synthase
9826	ARHGEF11	GTRAP48, PDZ-RHOGEF
8635	RNASET2	RNASE6PL, bA514O12.3
6874	TAF4	TAF2C, TAF2C1A, TAFII130, TAFII135, TAF4
2978	GUCA1A	C6orf131, COD3, CORD14, GCAP, GCAP1, GUCA, GUCA1
2560	GABRB1	EIEE45
54576	UGT1A8	GNT1, UDPGT, UDPGT 1-8, UGT-1A, UGT-1H, UGT1, UGT1-01, UGT1-08, UGT1.1, UGT1.8, UGT1A, UGT1A1S, UGT1H, hUG-BR1, UGT1A8
5440	POLR2K	ABC10-alpha, RPABC4, RPB10alpha, RPB12, RPB7.0, hRPB7.0, hsRPB10a
5593	PRKG2	PKG2, PRKGR2, cGK2, cGKII
5066	PAM	PAL, PHM
5929	RBBP5	RBQ3, SWD1
55270	NUDT15	MTH2D, NUDT15
8533	COPS3	CSN3, SGN3
161742	SPRED1	NFLS, PPP1R147, hSpred1, spred-1
10743	RAI1	SMCR, SMS
11330	CTRC	CLCR, ELA4
10961	ERP29	C12orf8, ERp28, ERp31, HEL-S-107, PDI-DB, PDIA9
5091	PC	PCB
10617	STAMBP	AMSH, MICCAP
4775	NFATC3	NFAT4, NFATX
30813	VSX1	CAASDS, KTCN, KTCN1, PPCD, PPCD1, PPD, RINX
1142	CHRNB3	
79365	BHLHE41	BHLHB3, DEC2, SHARP1, hDEC2
91543	RSAD2	2510004L01Rik, cig33, cig5, vig1
259230	SGMS1	MOB, MOB1, SMS1, TMEM23, hmob33
8490	RGS5	MST092, MST106, MST129, MSTP032, MSTP092, MSTP106, MSTP129
4909	NTF4	GLC10, GLC1O, NT-4, NT-4/5, NT-5, NT4, NT5, NTF5
989	SEPT7	CDC10, CDC3, NBLA02942A, SEPT7
406980	MIR19B1	C13orf25, MIR17HG, MIR19B, MIRH1, MIRHG1, MIRN19B1, miR-19b-1, miRNA19B1
1740	DLG2	PPP1R58, PSD-93, PSD93, chapsyn-110
22938	SNW1	Bx42, FUN20, NCOA-62, PRPF45, Prp45, SKIIP, SKIP, SKIP1
406993	MIR211	MIRN211, mir-211
23163	GGA3	
1804	DPP6	DPL1, DPPX, MRD33, VF2
5989	RFX1	EFC, RFX
2837	UTS2R	GPR14, UR-2-R, UTR, UTR2
7009	TMBIM6	BAXI1, BI-1, TEGT
3081	HGD	AKU, HGO
8535	CBX4	NBP16, PC2
84687	PPP1R9B	PPP1R6, PPP1R9, SPINO, Spn
2021	ENDOG	
22947	DUX4L1	DUX10, DUX4
50855	PARD6A	PAR-6A, PAR6, PAR6C, PAR6alpha, TAX40, TIP-40
9775	EIF4A3	DDX48, Fal1, MUK34, NMP265, NUK34, RCPS, eIF-4A-III, eIF4A-III, eIF4AIII
84464	SLX4	BTBD12, FANCP, MUS312
683	BST1	CD157
415116	PIM3	pim-3
7027	TFDP1	DILC, DP1, DRTF1, Dp-1
4913	NTHL1	FAP3, NTH1, OCTS3, hNTH1
3581	IL9R	CD129, IL-9R
3581	IL9R	CD129, IL-9R
10810	WASF3	Brush-1, SCAR3, WAVE3
164	AP1G1	ADTG, CLAPG1
25842	ASF1A	CGI-98, CIA, HSPC146
4142	MAS1	MAS, MGRA
9616	RNF7	CKBBP1, ROC2, SAG, rbx2
2262	GPC5	
3118	HLA-DQA2	DC-alpha, DX-ALPHA, HLA-DCA, HLA-DXA, HLADQA2
1427	CRYGS	CRYG8, CTRCT20
3619	INCENP	
406954	MIR181A2	MIRN181A, MIRN181A2, hsa-mir-181a-2, mir-181a-2
8710	SERPINB7	MEGSIN, PPKN, TP55
